id,date,venue,city,country,latitude,longitude,tour,setlist
13d395ad,21-01-1991,Brendan Byrne Arena,"East Rutherford, NJ",United States,40.833989,-74.0970865,No Prayer on the Road,"""633 Squadron"" Theme (from tape)<br>Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>No Prayer for the Dying<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>"
bd395ae,19-01-1991,Rochester Community War Memorial,"Rochester, NY",United States,43.1547845,-77.6155568,No Prayer on the Road,"""633 Squadron"" Theme (from tape)<br>Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>No Prayer for the Dying<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>"
7bd3ba5c,18-01-1991,Maple Leaf Gardens,Toronto,Canada,43.700113788,-79.416304194,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
2bd3a08a,16-01-1991,Colisée de Québec,Quebec City,Canada,46.812,-71.215,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
23d3a08b,15-01-1991,Forum de Montréal,Montreal,Canada,45.5088375,-73.587809,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
3d395af,13-01-1991,Halifax Metro Centre,Halifax,Canada,44.6453303558448,-63.5723876953125,No Prayer on the Road,"""633 Squadron"" Theme (from tape)<br>Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>"
3bd3a094,22-12-1990,Festhalle,Frankfurt,Germany,50.1166667,8.6833333,No Prayer on the Road,"""633 Squadron"" Theme (from tape)<br>Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>"
23d64c9f,21-12-1990,Westfalenhalle 1,Dortmund,Germany,51.5166667,7.45,No Prayer on the Road,"""633 Squadron"" Theme (from tape)<br>Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>"
33d3a095,20-12-1990,Limburghal,Genk,Belgium,50.967,5.5,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
3bd64c98,18-12-1990,Wembley Arena,London,United Kingdom,51.5084152563931,-0.125532746315002,No Prayer on the Road,"""633 Squadron"" Theme (from tape)<br>Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>"
53d66b95,17-12-1990,Wembley Arena,London,United Kingdom,51.5084152563931,-0.125532746315002,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
1bd395a8,15-12-1990,NEC Arena,Birmingham,United Kingdom,52.4666667,-1.9166667,No Prayer on the Road,"""633 Squadron"" Theme (from tape)<br>Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>"
2bd65052,14-12-1990,NEC Arena,Birmingham,United Kingdom,52.4666667,-1.9166667,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
2bd3a096,13-12-1990,Whitley Bay Ice Rink,Whitley Bay,United Kingdom,55.0508333,-1.4538889,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
13d395a9,11-12-1990,Royal Highland Exhibition Hall,Edinburgh,United Kingdom,55.95,-3.2,No Prayer on the Road,"""633 Squadron"" Theme (from tape)<br>Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>"
63d3a64b,08-12-1990,Eilenriedehalle,Hanover,Germany,52.3705162650448,9.73322153091431,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
7bd3a654,07-12-1990,Stadthalle,Bremen,Germany,53.075155679403,8.80777359008789,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
2bd1001a,05-12-1990,Carl-Diem-Halle,Würzburg,Germany,49.7877778,9.9361111,No Prayer on the Road,<br>Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Sanctuary<br>
73d3a655,04-12-1990,Hanns-Martin-Schleyer-Halle,Stuttgart,Germany,48.7823242931971,9.17701721191406,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
2bd4e056,03-12-1990,Rudi-Sedlmayer-Halle,Munich,Germany,48.1374325498109,11.5754914283752,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
6bd3a656,23-11-1990,Saarlandhalle,Saarbrücken,Germany,49.2333333,7.0,No Prayer on the Road,"""633 Squadron"" Theme (from tape)<br>Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>No Prayer for the Dying<br>The Assassin<br>The Clairvoyant<br>2 Minutes to Midnight<br>Hooks in You<br>Heaven Can Wait<br>The Trooper<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Run to the Hills<br>"
5bd41358,21-11-1990,Palasport,Treviso,Italy,45.6666667,12.245,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
33d10021,20-11-1990,Palazzo dello Sport,Rome,Italy,41.9,12.483,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
23d4d447,19-11-1990,Palasport,Florence,Italy,43.7666667,11.25,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
63d3a657,18-11-1990,PalaTrussardi,Milan,Italy,45.4642693810258,9.1895055770874,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
43d5c3cf,15-11-1990,Deutschlandhalle,Berlin,Germany,52.5166667,13.4,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
7bd3a650,12-11-1990,Jäähalli,Helsinki,Finland,60.176,24.934,No Prayer on the Road,"""633 Squadron"" Theme (from tape)<br>Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>"
3d729f7,10-11-1990,Hovet,Stockholm,Sweden,59.3325765361753,18.0649030208588,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
3bd7041c,09-11-1990,Scandinavium,Gothenburg,Sweden,57.7071623103656,11.9667935371399,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
43d44f37,08-11-1990,Drammenshallen,Drammen,Norway,59.7439367975026,10.204493701458,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
73d3a651,05-11-1990,KB Hallen,Copenhagen,Denmark,55.6776812020993,12.5709342956543,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
13d75949,03-11-1990,Groenoordhallen,Leiden,Netherlands,52.158333,4.493056,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
33d64c99,02-11-1990,Groenoordhallen,Leiden,Netherlands,52.158333,4.493056,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
bd395aa,01-11-1990,Vorst Nationaal / Forest National,Vorst / Forest,Belgium,50.8,4.317,No Prayer on the Road,"""633 Squadron"" Theme (from tape)<br>Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>"
6bd3a652,30-10-1990,Le Zénith,Paris,France,48.853,2.349,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
4bd7ab06,29-10-1990,Le Zénith,Paris,France,48.853,2.349,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
7bd3a65c,27-10-1990,Velódromo de Anoeta,San Sebastian,Spain,43.3128301277,-1.97499342945,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
73d3a659,25-10-1990,Palacio de Deportes de la Comunidad de Madrid,Madrid,Spain,40.4165020941502,-3.70256423950195,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
3d395ab,23-10-1990,Pavilhão do Grupo Dramático e Sportivo de Cascais,Cascais,Portugal,38.6979033995304,-9.42146301269531,No Prayer on the Road,"""633 Squadron"" Theme (from tape)<br>Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>"
6bd3a65a,21-10-1990,Palau dels Esports,Barcelona,Spain,41.3887868890716,2.15898513793945,No Prayer on the Road,"""633 Squadron"" Theme (from tape)<br>Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>"
13d3a5ed,18-10-1990,Hammersmith Odeon,London,United Kingdom,51.5084152563931,-0.125532746315002,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>
53d29fc5,16-10-1990,Victoria Hall,Hanley,United Kingdom,53.0333333,-2.1833333,No Prayer on the Road,"""633 Squadron"" Theme (from tape)<br>Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>"
1bd679b4,15-10-1990,Poole Arts Centre,Poole,United Kingdom,50.7166667,-2.0,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
bd3954a,14-10-1990,Torbay Leisure Centre,Paignton,United Kingdom,50.4333333,-3.5666667,No Prayer on the Road,"""633 Squadron"" Theme (from tape)<br>Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>"
1bd3a5e8,12-10-1990,Manchester Apollo,Manchester,United Kingdom,53.4809464283615,-2.23743438720703,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
13d3a5e9,11-10-1990,Assembly Rooms,Derby,United Kingdom,52.9333333,-1.5,No Prayer on the Road,Tailgunner<br>Public Enema Number One<br>Wrathchild<br>Die With Your Boots On<br>Hallowed Be Thy Name<br>22 Acacia Avenue<br>Holy Smoke<br>The Assassin<br>No Prayer for the Dying<br>Hooks in You<br>The Clairvoyant<br>2 Minutes to Midnight<br>The Trooper<br>Heaven Can Wait<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Bring Your Daughter... to the Slaughter (Bruce Dickinson cover)<br>Run to the Hills<br>Sanctuary<br>
